,date,Time Bin 1,steps_per_s,steps,hr,sleep,rhr
10834,2021-11-15,"[82.0, 83.0)",,,64.33333333333333,,68.6
10835,2021-11-15,"[83.0, 84.0)",,,69.4,,65.8
10836,2021-11-15,"[84.0, 85.0)",0.3717948717948718,87.0,74.13333333333334,,
10837,2021-11-15,"[85.0, 86.0)",2.6285714285714286,92.0,75.26666666666667,,72.33333333333333
10838,2021-11-15,"[86.0, 87.0)",,,78.46666666666667,,68.4
10839,2021-11-15,"[87.0, 88.0)",1.8333333333333333,561.0,86.06666666666666,,
10840,2021-11-15,"[88.0, 89.0)",1.3569739952718676,574.0,85.06666666666666,,
10841,2021-11-15,"[89.0, 90.0)",1.8682170542635659,482.0,88.0,,67.06666666666666
10842,2021-11-15,"[90.0, 91.0)",,,101.46666666666667,,68.66666666666667
10843,2021-11-15,"[91.0, 92.0)",0.558282208588957,182.0,80.53333333333333,,
10844,2021-11-15,"[92.0, 93.0)",1.6476683937823835,636.0,93.26666666666667,1.0,68.73333333333333
10845,2021-11-15,"[93.0, 94.0)",,,85.53333333333333,1.0,66.13333333333334
10846,2021-11-15,"[94.0, 95.0)",,,84.06666666666666,1.0,63.93333333333333
10847,2021-11-15,"[95.0, 96.0)",,,69.73333333333333,1.0,63.8
10848,2021-11-16,"[0.0, 1.0)",1.4857142857142858,1248.0,77.0,1.0,65.4
10849,2021-11-16,"[1.0, 2.0)",,,78.6,1.0,68.46666666666667
10850,2021-11-16,"[2.0, 3.0)",,,77.46666666666667,,67.2
10851,2021-11-16,"[3.0, 4.0)",,,75.33333333333333,1.0,73.13333333333334
10852,2021-11-16,"[4.0, 5.0)",,,76.26666666666667,1.0,61.06666666666667
10853,2021-11-16,"[5.0, 6.0)",,,73.4,1.0,61.733333333333334
10854,2021-11-16,"[6.0, 7.0)",,,73.33333333333333,1.0,63.13333333333333
10855,2021-11-16,"[7.0, 8.0)",,,79.93333333333334,1.0,65.4
10856,2021-11-16,"[8.0, 9.0)",,,73.33333333333333,1.0,64.53333333333333
10857,2021-11-16,"[9.0, 10.0)",,,70.06666666666666,1.0,64.13333333333334
10858,2021-11-16,"[10.0, 11.0)",,,73.46666666666667,1.0,63.46666666666667
10859,2021-11-16,"[11.0, 12.0)",,,70.2,1.0,63.53333333333333
10860,2021-11-16,"[12.0, 13.0)",,,64.2,1.0,64.2
10861,2021-11-16,"[13.0, 14.0)",,,65.5,1.0,63.2
10862,2021-11-16,"[14.0, 15.0)",,,101.06666666666666,1.0,63.6
10863,2021-11-16,"[15.0, 16.0)",,,63.13333333333333,1.0,65.8
10864,2021-11-16,"[16.0, 17.0)",1.378787878787879,455.0,62.93333333333333,1.0,66.6
10865,2021-11-16,"[17.0, 18.0)",,,62.06666666666667,,66.4
10866,2021-11-16,"[18.0, 19.0)",,,62.733333333333334,1.0,62.13333333333333
10867,2021-11-16,"[19.0, 20.0)",,,63.0,1.0,65.0
10868,2021-11-16,"[20.0, 21.0)",,,72.46666666666667,1.0,67.14285714285714
10869,2021-11-16,"[21.0, 22.0)",,,58.266666666666666,1.0,72.93333333333334
10870,2021-11-16,"[22.0, 23.0)",,,59.46666666666667,1.0,73.26666666666667
10871,2021-11-16,"[23.0, 24.0)",,,61.8,1.0,74.5
10872,2021-11-16,"[24.0, 25.0)",,,63.13333333333333,1.0,73.8
10873,2021-11-16,"[25.0, 26.0)",,,62.733333333333334,1.0,67.26666666666667
10874,2021-11-16,"[26.0, 27.0)",,,62.46666666666667,1.0,65.06666666666666
10875,2021-11-16,"[27.0, 28.0)",,,60.46666666666667,1.0,66.73333333333333
10876,2021-11-16,"[28.0, 29.0)",,,64.4,1.0,64.66666666666667
10877,2021-11-16,"[29.0, 30.0)",,,64.73333333333333,1.0,64.2
10878,2021-11-16,"[30.0, 31.0)",1.9017094017094016,890.0,64.26666666666667,1.0,
10879,2021-11-16,"[31.0, 32.0)",1.1355932203389831,402.0,65.06666666666666,1.0,69.4
10880,2021-11-16,"[32.0, 33.0)",,,62.13333333333333,1.0,87.5
10881,2021-11-16,"[33.0, 34.0)",,,58.86666666666667,1.0,71.4
10882,2021-11-16,"[34.0, 35.0)",,,59.53333333333333,1.0,69.33333333333333
10883,2021-11-16,"[35.0, 36.0)",,,59.13333333333333,1.0,67.6
10884,2021-11-16,"[36.0, 37.0)",,,64.86666666666666,1.0,65.26666666666667
10885,2021-11-16,"[37.0, 38.0)",,,65.4,1.0,66.4
10886,2021-11-16,"[38.0, 39.0)",,,61.333333333333336,1.0,64.53333333333333
10887,2021-11-16,"[39.0, 40.0)",1.7774936061381075,1390.0,58.4,1.0,
10888,2021-11-16,"[40.0, 41.0)",1.3865336658354115,556.0,60.0,,64.4
10889,2021-11-16,"[41.0, 42.0)",,,61.46666666666667,,78.28571428571429
10890,2021-11-16,"[42.0, 43.0)",,,64.33333333333333,,74.73333333333333
10891,2021-11-16,"[43.0, 44.0)",,,62.93333333333333,,74.91666666666667
10892,2021-11-16,"[44.0, 45.0)",,,64.53333333333333,,100.0
10893,2021-11-16,"[45.0, 46.0)",,,58.6,,72.66666666666667
10894,2021-11-16,"[46.0, 47.0)",,,57.266666666666666,,70.57142857142857
10895,2021-11-16,"[47.0, 48.0)",,,59.0,,80.73333333333333
10896,2021-11-16,"[48.0, 49.0)",,,59.333333333333336,,80.93333333333334
10897,2021-11-16,"[49.0, 50.0)",4.0,16.0,59.666666666666664,,
10898,2021-11-16,"[50.0, 51.0)",2.875,69.0,60.0,,81.21428571428571
10899,2021-11-16,"[51.0, 52.0)",,,61.93333333333333,,71.13333333333334
10900,2021-11-16,"[52.0, 53.0)",,,64.0,,68.33333333333333
10901,2021-11-16,"[53.0, 54.0)",,,62.13333333333333,,67.53333333333333
10902,2021-11-16,"[54.0, 55.0)",2.3333333333333335,14.0,60.06666666666667,,65.46666666666667
10903,2021-11-16,"[55.0, 56.0)",,,59.333333333333336,,71.85714285714286
10904,2021-11-16,"[56.0, 57.0)",,,64.86666666666666,,70.53333333333333
10905,2021-11-16,"[57.0, 58.0)",,,69.6,,68.66666666666667
10906,2021-11-16,"[58.0, 59.0)",,,72.26666666666667,,67.2
10907,2021-11-16,"[59.0, 60.0)",8.5,17.0,76.93333333333334,,67.06666666666666
10908,2021-11-16,"[60.0, 61.0)",,,75.0,,73.71428571428571
10909,2021-11-16,"[61.0, 62.0)",3.5714285714285716,25.0,74.73333333333333,,
10910,2021-11-16,"[62.0, 63.0)",2.8,14.0,82.46666666666667,,
10911,2021-11-16,"[63.0, 64.0)",11.0,11.0,87.42857142857143,,69.4
10912,2021-11-16,"[64.0, 65.0)",,,118.625,,80.57142857142857
10913,2021-11-16,"[65.0, 66.0)",,,99.8125,,68.66666666666667
10914,2021-11-16,"[66.0, 67.0)",,,103.5625,,75.07142857142857
10915,2021-11-16,"[67.0, 68.0)",3.6,72.0,103.125,,66.46666666666667
10916,2021-11-16,"[68.0, 69.0)",,,74.53333333333333,,64.2
10917,2021-11-16,"[69.0, 70.0)",,,68.26666666666667,,69.07142857142857
10918,2021-11-16,"[70.0, 71.0)",,,73.06666666666666,,63.666666666666664
10919,2021-11-16,"[71.0, 72.0)",,,69.2,,63.266666666666666
10920,2021-11-16,"[72.0, 73.0)",6.0,18.0,74.6,,
10921,2021-11-16,"[73.0, 74.0)",2.9444444444444446,53.0,75.0,,65.33333333333333
10922,2021-11-16,"[74.0, 75.0)",,,76.2,,66.8
10923,2021-11-16,"[75.0, 76.0)",3.0,42.0,74.53333333333333,,
10924,2021-11-16,"[76.0, 77.0)",3.75,30.0,73.4,,
10925,2021-11-16,"[77.0, 78.0)",2.6666666666666665,8.0,65.0,,
10926,2021-11-16,"[78.0, 79.0)",2.875,23.0,63.4,,
10927,2021-11-16,"[79.0, 80.0)",4.0,4.0,66.86666666666666,,
10928,2021-11-16,"[80.0, 81.0)",3.0,90.0,65.6,,
10929,2021-11-16,"[81.0, 82.0)",3.357142857142857,94.0,64.93333333333334,,
10930,2021-11-16,"[82.0, 83.0)",4.666666666666667,28.0,67.0,,67.33333333333333
10931,2021-11-16,"[83.0, 84.0)",,,69.6,,67.4
10932,2021-11-16,"[84.0, 85.0)",3.8461538461538463,50.0,67.93333333333334,,68.6
10933,2021-11-16,"[85.0, 86.0)",,,68.6,,65.53333333333333
10934,2021-11-16,"[86.0, 87.0)",2.036363636363636,784.0,68.6,,
10935,2021-11-16,"[87.0, 88.0)",1.508450704225352,1071.0,70.86666666666666,,70.13333333333334
10936,2021-11-16,"[88.0, 89.0)",,,72.53333333333333,,66.26666666666667
10937,2021-11-16,"[89.0, 90.0)",1.9538461538461538,381.0,71.33333333333333,,
10938,2021-11-16,"[90.0, 91.0)",2.526315789473684,48.0,69.86666666666666,,
10939,2021-11-16,"[91.0, 92.0)",1.9864253393665159,439.0,67.46666666666667,,
10940,2021-11-16,"[92.0, 93.0)",2.8333333333333335,51.0,66.8,,
10941,2021-11-16,"[93.0, 94.0)",1.1900826446280992,288.0,68.73333333333333,,
10942,2021-11-16,"[94.0, 95.0)",1.4796747967479675,182.0,67.26666666666667,,
10943,2021-11-16,"[95.0, 96.0)",0.7111111111111111,160.0,73.86666666666666,,63.93333333333333
10944,2021-11-17,"[0.0, 1.0)",,,71.53333333333333,1.0,66.8
10945,2021-11-17,"[1.0, 2.0)",2.097560975609756,86.0,68.46666666666667,1.0,63.2
10946,2021-11-17,"[2.0, 3.0)",,,71.0,,67.06666666666666
10947,2021-11-17,"[3.0, 4.0)",,,81.8,1.0,65.46666666666667
10948,2021-11-17,"[4.0, 5.0)",5.666666666666667,34.0,76.0,1.0,63.8
10949,2021-11-17,"[5.0, 6.0)",,,75.5,,66.93333333333334
10950,2021-11-17,"[6.0, 7.0)",,,78.0909090909091,,70.0
10951,2021-11-17,"[7.0, 8.0)",,,76.2,,67.0
10952,2021-11-17,"[8.0, 9.0)",,,72.83333333333333,1.0,61.13333333333333
10953,2021-11-17,"[9.0, 10.0)",,,70.0,,61.642857142857146
10954,2021-11-17,"[10.0, 11.0)",,,71.6,1.0,58.06666666666667
10955,2021-11-17,"[11.0, 12.0)",,,72.0,1.0,60.13333333333333
10956,2021-11-17,"[12.0, 13.0)",,,70.0,1.0,59.93333333333333
10957,2021-11-17,"[13.0, 14.0)",,,67.46666666666667,1.0,64.06666666666666
10958,2021-11-17,"[14.0, 15.0)",,,71.33333333333333,1.0,64.73333333333333
10959,2021-11-17,"[15.0, 16.0)",,,70.4,1.0,64.66666666666667
10960,2021-11-17,"[16.0, 17.0)",,,72.26666666666667,1.0,66.0
10961,2021-11-17,"[17.0, 18.0)",,,71.26666666666667,1.0,66.57142857142857
10962,2021-11-17,"[18.0, 19.0)",1.4845360824742269,144.0,71.6,1.0,
10963,2021-11-17,"[19.0, 20.0)",1.0553133735114961,294.50371782650143,73.57142857142857,1.0,
10964,2021-11-17,"[20.0, 21.0)",0.1236765208527075,110.50371782650143,70.6,1.0,65.46666666666667
10965,2021-11-17,"[21.0, 22.0)",,,62.53333333333333,1.0,64.64285714285714
10966,2021-11-17,"[22.0, 23.0)",,,63.8,1.0,59.2
10967,2021-11-17,"[23.0, 24.0)",,,59.266666666666666,1.0,62.13333333333333
10968,2021-11-17,"[24.0, 25.0)",,,59.06666666666667,1.0,65.4
10969,2021-11-17,"[25.0, 26.0)",,,59.93333333333333,1.0,68.28571428571429
10970,2021-11-17,"[26.0, 27.0)",0.2053431875193742,191.50371782650143,62.6,1.0,64.2
10971,2021-11-17,"[27.0, 28.0)",,,59.06666666666667,1.0,64.85714285714286
10972,2021-11-17,"[28.0, 29.0)",,,61.93333333333333,1.0,63.06666666666667
10973,2021-11-17,"[29.0, 30.0)",,,61.06666666666667,1.0,60.6
10974,2021-11-17,"[30.0, 31.0)",,,63.46666666666667,,58.06666666666667
10975,2021-11-17,"[31.0, 32.0)",,,59.333333333333336,1.0,58.8
10976,2021-11-17,"[32.0, 33.0)",0.26395429863048525,251.50371782650143,62.266666666666666,1.0,
10977,2021-11-17,"[33.0, 34.0)",0.6625654097415964,756.5037178265014,64.0,,
10978,2021-11-17,"[34.0, 35.0)",0.7562522784284651,1025.5037178265015,67.6,,
10979,2021-11-17,"[35.0, 36.0)",0.8594986617595215,1002.226310772164,66.06666666666666,,59.733333333333334
10980,2021-11-17,"[36.0, 37.0)",,,66.33333333333333,,60.93333333333333
10981,2021-11-17,"[37.0, 38.0)",,,64.06666666666666,,77.64285714285714
10982,2021-11-17,"[38.0, 39.0)",,,66.13333333333334,,78.13333333333334
10983,2021-11-17,"[39.0, 40.0)",0.5833333333333334,140.0,68.93333333333334,,
10984,2021-11-17,"[40.0, 41.0)",0.3233333333333333,97.0,62.666666666666664,,
10985,2021-11-17,"[41.0, 42.0)",0.13333333333333333,8.0,63.8,,
10986,2021-11-17,"[42.0, 43.0)",0.23333333333333334,14.0,62.86666666666667,,
10987,2021-11-17,"[43.0, 44.0)",0.5,15.0,62.13333333333333,,85.64285714285714
10988,2021-11-17,"[44.0, 45.0)",,,63.333333333333336,,83.33333333333333
10989,2021-11-17,"[45.0, 46.0)",,,63.13333333333333,,81.85714285714286
10990,2021-11-17,"[46.0, 47.0)",0.6370370370370371,86.0,62.666666666666664,,
10991,2021-11-17,"[47.0, 48.0)",0.6,18.0,64.06666666666666,,
10992,2021-11-17,"[48.0, 49.0)",1.0,30.0,61.8,,
10993,2021-11-17,"[49.0, 50.0)",0.4083333333333333,49.0,63.53333333333333,,69.93333333333334
10994,2021-11-17,"[50.0, 51.0)",,,75.26666666666667,,71.06666666666666
10995,2021-11-17,"[51.0, 52.0)",0.43333333333333335,26.0,66.2,,71.66666666666667
10996,2021-11-17,"[52.0, 53.0)",,,64.0,,70.66666666666667
10997,2021-11-17,"[53.0, 54.0)",0.41333333333333333,31.0,67.4,,68.85714285714286
10998,2021-11-17,"[54.0, 55.0)",,,64.73333333333333,,70.73333333333333
10999,2021-11-17,"[55.0, 56.0)",,,73.8,,69.2
11000,2021-11-17,"[56.0, 57.0)",0.4166666666666667,25.0,73.8,,
11001,2021-11-17,"[57.0, 58.0)",0.25,15.0,77.26666666666667,,69.0
11002,2021-11-17,"[58.0, 59.0)",,,82.66666666666667,,69.06666666666666
11003,2021-11-17,"[59.0, 60.0)",0.15416666666666667,37.0,91.26666666666667,,68.13333333333334
11004,2021-11-17,"[60.0, 61.0)",,,85.2,,77.35714285714286
11005,2021-11-17,"[61.0, 62.0)",0.3,36.0,77.6,,
11006,2021-11-17,"[62.0, 63.0)",0.2,12.0,68.46666666666667,,70.2
11007,2021-11-17,"[63.0, 64.0)",,,75.06666666666666,,68.73333333333333
11008,2021-11-17,"[64.0, 65.0)",,,73.06666666666666,,68.26666666666667
11009,2021-11-17,"[65.0, 66.0)",,,68.66666666666667,,70.42857142857143
11010,2021-11-17,"[66.0, 67.0)",,,68.26666666666667,,68.2
11011,2021-11-17,"[67.0, 68.0)",,,66.33333333333333,,72.26666666666667
11012,2021-11-17,"[68.0, 69.0)",,,67.8,,
11013,2021-11-17,"[69.0, 70.0)",,,74.86666666666666,,
11014,2021-11-17,"[70.0, 71.0)",,,74.0,,
11015,2021-11-17,"[71.0, 72.0)",,,85.0,,
11016,2021-11-17,"[72.0, 73.0)",0.31666666666666665,19.0,83.66666666666667,,
11017,2021-11-17,"[73.0, 74.0)",4.2,21.0,71.2,,
11018,2021-11-17,"[74.0, 75.0)",,,67.86666666666666,,
11019,2021-11-17,"[75.0, 76.0)",,,76.26666666666667,,
11020,2021-11-17,"[76.0, 77.0)",4.5,9.0,74.4,,
11021,2021-11-17,"[77.0, 78.0)",1.6842105263157894,32.0,74.53333333333333,,
11022,2021-11-17,"[78.0, 79.0)",,,73.33333333333333,,
11023,2021-11-17,"[79.0, 80.0)",,,77.4,,
11024,2021-11-17,"[80.0, 81.0)",2.75,22.0,74.26666666666667,,
11025,2021-11-17,"[81.0, 82.0)",2.08,52.0,76.0,,
11026,2021-11-17,"[82.0, 83.0)",2.0606060606060606,68.0,72.93333333333334,,
11027,2021-11-17,"[83.0, 84.0)",,,70.53333333333333,,
11028,2021-11-17,"[84.0, 85.0)",,,73.46666666666667,,
11029,2021-11-17,"[85.0, 86.0)",,,71.6,,
11030,2021-11-17,"[86.0, 87.0)",,,84.73333333333333,,
11031,2021-11-17,"[87.0, 88.0)",,,71.86666666666666,,
11032,2021-11-17,"[88.0, 89.0)",,,71.53333333333333,,
11033,2021-11-17,"[89.0, 90.0)",2.925925925925926,79.0,67.93333333333334,,
11034,2021-11-17,"[90.0, 91.0)",2.727272727272727,30.0,72.33333333333333,,
11035,2021-11-17,"[91.0, 92.0)",3.3333333333333335,10.0,75.6,1.0,
11036,2021-11-17,"[92.0, 93.0)",,,81.2,1.0,
11037,2021-11-17,"[93.0, 94.0)",5.666666666666667,17.0,75.26666666666667,1.0,
11038,2021-11-17,"[94.0, 95.0)",,,73.73333333333333,,
11039,2021-11-17,"[95.0, 96.0)",,,73.0,,
11040,2021-11-18,"[0.0, 1.0)",,,75.13333333333334,,
11041,2021-11-18,"[1.0, 2.0)",,,72.33333333333333,,
11042,2021-11-18,"[2.0, 3.0)",,,75.93333333333334,1.0,
11043,2021-11-18,"[3.0, 4.0)",,,72.53333333333333,1.0,
11044,2021-11-18,"[4.0, 5.0)",,,69.4,1.0,
11045,2021-11-18,"[5.0, 6.0)",,,73.46666666666667,,
11046,2021-11-18,"[6.0, 7.0)",,,75.73333333333333,,
11047,2021-11-18,"[7.0, 8.0)",,,71.73333333333333,,
11048,2021-11-18,"[8.0, 9.0)",,,73.8,1.0,
11049,2021-11-18,"[9.0, 10.0)",,,70.4,1.0,
11050,2021-11-18,"[10.0, 11.0)",,,68.6,1.0,
11051,2021-11-18,"[11.0, 12.0)",,,71.26666666666667,1.0,
11052,2021-11-18,"[12.0, 13.0)",,,74.13333333333334,,
11053,2021-11-18,"[13.0, 14.0)",,,74.46666666666667,1.0,
11054,2021-11-18,"[14.0, 15.0)",,,64.46666666666667,,
11055,2021-11-18,"[15.0, 16.0)",,,66.33333333333333,,
11056,2021-11-18,"[16.0, 17.0)",3.0,24.0,66.13333333333334,,
11057,2021-11-18,"[17.0, 18.0)",2.5,25.0,60.46666666666667,,
11058,2021-11-18,"[18.0, 19.0)",,,61.93333333333333,,
11059,2021-11-18,"[19.0, 20.0)",3.25,13.0,60.53333333333333,,
11060,2021-11-18,"[20.0, 21.0)",,,63.733333333333334,,
11061,2021-11-18,"[21.0, 22.0)",2.769230769230769,36.0,68.06666666666666,1.0,
11062,2021-11-18,"[22.0, 23.0)",,,65.0,1.0,
11063,2021-11-18,"[23.0, 24.0)",,,64.46666666666667,,
11064,2021-11-18,"[24.0, 25.0)",,,67.53333333333333,,
11065,2021-11-18,"[25.0, 26.0)",,,70.86666666666666,,
11066,2021-11-18,"[26.0, 27.0)",,,66.73333333333333,,
11067,2021-11-18,"[27.0, 28.0)",,,65.06666666666666,,
11068,2021-11-18,"[28.0, 29.0)",,,65.33333333333333,1.0,
11069,2021-11-18,"[29.0, 30.0)",,,68.53333333333333,1.0,
11070,2021-11-18,"[30.0, 31.0)",,,65.46666666666667,1.0,
11071,2021-11-18,"[31.0, 32.0)",,,64.93333333333334,1.0,
11072,2021-11-18,"[32.0, 33.0)",3.5555555555555554,32.0,63.733333333333334,1.0,
11073,2021-11-18,"[33.0, 34.0)",,,65.53333333333333,1.0,
11074,2021-11-18,"[34.0, 35.0)",,,63.6,,
11075,2021-11-18,"[35.0, 36.0)",3.5,7.0,63.6,,
11076,2021-11-18,"[36.0, 37.0)",4.454545454545454,49.0,63.06666666666667,,
11077,2021-11-18,"[37.0, 38.0)",2.111111111111111,19.0,70.2,,
11078,2021-11-18,"[38.0, 39.0)",,,60.93333333333333,,
11079,2021-11-18,"[39.0, 40.0)",,,60.0,,
11080,2021-11-18,"[40.0, 41.0)",1.3333333333333333,4.0,61.266666666666666,,
11081,2021-11-18,"[41.0, 42.0)",,,64.13333333333334,,
11082,2021-11-18,"[42.0, 43.0)",,,64.0,,
11083,2021-11-18,"[43.0, 44.0)",,,62.46666666666667,,
11084,2021-11-18,"[44.0, 45.0)",2.125,17.0,63.266666666666666,,
11085,2021-11-18,"[45.0, 46.0)",6.0,24.0,61.6,,
11086,2021-11-18,"[46.0, 47.0)",,,63.86666666666667,,
11087,2021-11-18,"[47.0, 48.0)",,,62.06666666666667,,
11088,2021-11-18,"[48.0, 49.0)",,,71.2,,
11089,2021-11-18,"[49.0, 50.0)",,,62.0,,
11090,2021-11-18,"[50.0, 51.0)",3.5,7.0,64.26666666666667,,
11091,2021-11-18,"[51.0, 52.0)",,,62.2,,
11092,2021-11-18,"[52.0, 53.0)",3.25,13.0,62.46666666666667,,
11093,2021-11-18,"[53.0, 54.0)",3.3333333333333335,20.0,67.26666666666667,,
11094,2021-11-18,"[54.0, 55.0)",,,72.46666666666667,,
11095,2021-11-18,"[55.0, 56.0)",,,76.73333333333333,,
11096,2021-11-18,"[56.0, 57.0)",,,80.26666666666667,,
11097,2021-11-18,"[57.0, 58.0)",,,83.06666666666666,,
11098,2021-11-18,"[58.0, 59.0)",,,91.13333333333334,,
11099,2021-11-18,"[59.0, 60.0)",3.0,9.0,79.93333333333334,,
11100,2021-11-18,"[60.0, 61.0)",2.238095238095238,47.0,71.53333333333333,,
11101,2021-11-18,"[61.0, 62.0)",0.40350877192982454,23.0,73.53333333333333,,
11102,2021-11-18,"[62.0, 63.0)",,,70.53333333333333,,
11103,2021-11-18,"[63.0, 64.0)",,,74.0,,
11104,2021-11-18,"[64.0, 65.0)",,,80.73333333333333,,
11105,2021-11-18,"[65.0, 66.0)",,,83.06666666666666,,
11106,2021-11-18,"[66.0, 67.0)",,,83.0,,
11107,2021-11-18,"[67.0, 68.0)",2.9545454545454546,65.0,81.26666666666667,,
11108,2021-11-18,"[68.0, 69.0)",,,76.86666666666666,,
11109,2021-11-18,"[69.0, 70.0)",,,76.93333333333334,,
11110,2021-11-18,"[70.0, 71.0)",,,75.06666666666666,,
11111,2021-11-18,"[71.0, 72.0)",,,76.26666666666667,,
11112,2021-11-18,"[72.0, 73.0)",2.2,11.0,76.6,,
11113,2021-11-18,"[73.0, 74.0)",3.0,9.0,72.93333333333334,,
11114,2021-11-18,"[74.0, 75.0)",,,74.13333333333334,,
11115,2021-11-18,"[75.0, 76.0)",,,86.0,,
11116,2021-11-18,"[76.0, 77.0)",4.4,22.0,82.0,,
11117,2021-11-18,"[77.0, 78.0)",,,111.4375,,
11118,2021-11-18,"[78.0, 79.0)",2.125,34.0,117.25,,
11119,2021-11-18,"[79.0, 80.0)",,,131.9375,,
11120,2021-11-18,"[80.0, 81.0)",,,118.5625,,
11121,2021-11-18,"[81.0, 82.0)",,,117.1875,,
11122,2021-11-18,"[82.0, 83.0)",4.5,9.0,106.9375,,
11123,2021-11-18,"[83.0, 84.0)",3.5,7.0,112.5,,
11124,2021-11-18,"[84.0, 85.0)",3.5,7.0,109.4375,,
11125,2021-11-18,"[85.0, 86.0)",2.3333333333333335,28.0,96.92857142857143,,
11126,2021-11-18,"[86.0, 87.0)",,,76.76923076923077,,
11127,2021-11-18,"[87.0, 88.0)",,,76.93333333333334,,
11128,2021-11-18,"[88.0, 89.0)",,,78.46666666666667,,
11129,2021-11-18,"[89.0, 90.0)",,,89.53333333333333,,
11130,2021-11-18,"[90.0, 91.0)",3.5,14.0,77.8,,
11131,2021-11-18,"[91.0, 92.0)",3.25,13.0,74.73333333333333,,
11132,2021-11-18,"[92.0, 93.0)",,,77.66666666666667,,72.8
11133,2021-11-18,"[93.0, 94.0)",,,71.46666666666667,,68.53333333333333
11134,2021-11-18,"[94.0, 95.0)",,,68.46666666666667,1.0,67.13333333333334
11135,2021-11-18,"[95.0, 96.0)",0.42857142857142855,27.0,68.4,1.0,72.53333333333333
11136,2021-11-19,"[0.0, 1.0)",,,69.64285714285714,1.0,71.42857142857143
11137,2021-11-19,"[1.0, 2.0)",,,71.46666666666667,,66.46666666666667
11138,2021-11-19,"[2.0, 3.0)",,,75.53333333333333,1.0,66.0
11139,2021-11-19,"[3.0, 4.0)",,,72.13333333333334,1.0,67.53333333333333
11140,2021-11-19,"[4.0, 5.0)",,,71.6,1.0,69.13333333333334
11141,2021-11-19,"[5.0, 6.0)",,,74.06666666666666,1.0,65.73333333333333
11142,2021-11-19,"[6.0, 7.0)",,,72.6,1.0,66.6
11143,2021-11-19,"[7.0, 8.0)",,,69.13333333333334,1.0,69.26666666666667
11144,2021-11-19,"[8.0, 9.0)",,,70.86666666666666,,68.26666666666667
11145,2021-11-19,"[9.0, 10.0)",,,71.33333333333333,,67.66666666666667
11146,2021-11-19,"[10.0, 11.0)",,,72.66666666666667,1.0,85.92307692307692
11147,2021-11-19,"[11.0, 12.0)",,,70.26666666666667,1.0,71.2
11148,2021-11-19,"[12.0, 13.0)",,,69.4,1.0,68.93333333333334
11149,2021-11-19,"[13.0, 14.0)",,,70.66666666666667,1.0,75.92857142857143
11150,2021-11-19,"[14.0, 15.0)",,,69.26666666666667,1.0,63.86666666666667
11151,2021-11-19,"[15.0, 16.0)",,,70.73333333333333,1.0,65.93333333333334
11152,2021-11-19,"[16.0, 17.0)",,,78.6,1.0,66.46666666666667
11153,2021-11-19,"[17.0, 18.0)",,,72.46666666666667,1.0,70.66666666666667
11154,2021-11-19,"[18.0, 19.0)",,,66.93333333333334,1.0,68.26666666666667
11155,2021-11-19,"[19.0, 20.0)",2.238095238095238,47.0,63.86666666666667,1.0,65.26666666666667
11156,2021-11-19,"[20.0, 21.0)",,,70.0,,65.93333333333334
11157,2021-11-19,"[21.0, 22.0)",2.793103448275862,81.0,63.53333333333333,1.0,
11158,2021-11-19,"[22.0, 23.0)",0.4336283185840708,49.0,66.73333333333333,1.0,63.266666666666666
11159,2021-11-19,"[23.0, 24.0)",,,65.53333333333333,1.0,65.66666666666667
11160,2021-11-19,"[24.0, 25.0)",,,65.93333333333334,1.0,69.57142857142857
11161,2021-11-19,"[25.0, 26.0)",3.0,9.0,69.0,1.0,72.73333333333333
11162,2021-11-19,"[26.0, 27.0)",,,66.4,,70.06666666666666
11163,2021-11-19,"[27.0, 28.0)",1.9,19.0,66.13333333333334,,66.53333333333333
11164,2021-11-19,"[28.0, 29.0)",,,70.2,1.0,67.26666666666667
11165,2021-11-19,"[29.0, 30.0)",,,77.46666666666667,1.0,77.64285714285714
11166,2021-11-19,"[30.0, 31.0)",,,81.86666666666666,1.0,69.6
11167,2021-11-19,"[31.0, 32.0)",,,71.93333333333334,1.0,62.46666666666667
11168,2021-11-19,"[32.0, 33.0)",1.9966442953020134,595.0,71.4,,
11169,2021-11-19,"[33.0, 34.0)",1.7615384615384615,1374.0,75.86666666666666,,
11170,2021-11-19,"[34.0, 35.0)",0.8010752688172043,149.0,75.06666666666666,,
11171,2021-11-19,"[35.0, 36.0)",1.825361512791991,1641.0,73.73333333333333,,66.6
11172,2021-11-19,"[36.0, 37.0)",,,74.4,,66.86666666666666
11173,2021-11-19,"[37.0, 38.0)",1.1350806451612903,563.0,85.33333333333333,,65.26666666666667
11174,2021-11-19,"[38.0, 39.0)",,,84.66666666666667,,63.333333333333336
11175,2021-11-19,"[39.0, 40.0)",2.8461538461538463,37.0,80.66666666666667,,64.4
11176,2021-11-19,"[40.0, 41.0)",,,84.26666666666667,,65.13333333333334
11177,2021-11-19,"[41.0, 42.0)",0.6153846153846154,32.0,99.46666666666667,,66.4
11178,2021-11-19,"[42.0, 43.0)",,,82.4,,65.66666666666667
11179,2021-11-19,"[43.0, 44.0)",,,80.66666666666667,,65.6
11180,2021-11-19,"[44.0, 45.0)",3.125,25.0,85.86666666666666,,
11181,2021-11-19,"[45.0, 46.0)",3.25,13.0,84.4,,66.46666666666667
