,date,type,source,mean,std
7294,2020-12-04,9,19,6721.549450549451,4524.156201900432
7295,2020-12-04,9,48,6377.964285714285,4157.746254206932
7325,2020-12-05,9,2,9208.383742123626,5623.777959055084
7326,2020-12-05,9,3,8943.896982468337,5976.312124054155
7327,2020-12-05,9,4,12196.571982080155,7331.352122381906
7328,2020-12-05,9,6,6920.006373344199,4989.068078244737
7329,2020-12-05,9,7,8878.284580889962,8219.11576652337
7330,2020-12-05,9,9,6482.647949281925,4689.419243464692
7331,2020-12-05,9,13,5523.326799190135,9578.289509236001
7332,2020-12-05,9,19,8354.714285714286,6045.033863126757
7333,2020-12-05,9,48,7210.358024691358,5331.712936075614
7363,2020-12-06,9,2,7682.196433234111,5388.24167854236
7364,2020-12-06,9,3,8435.413437874333,6209.846747048605
7365,2020-12-06,9,4,11067.677272181534,7129.937485213209
7366,2020-12-06,9,6,5770.946937258515,5006.581795869266
7367,2020-12-06,9,7,6920.983253588517,7401.944150577365
7368,2020-12-06,9,9,5689.22920997921,4821.639644703385
7369,2020-12-06,9,13,4307.921583236322,9720.765362867038
7370,2020-12-06,9,19,7745.652173913043,6280.395974138354
7371,2020-12-06,9,48,5881.475609756098,3696.279301167226
7401,2020-12-07,9,2,8412.039742765273,4983.154662095703
7402,2020-12-07,9,3,7422.771008814887,4710.078968861181
7403,2020-12-07,9,4,9978.739744370056,6080.977688586244
7404,2020-12-07,9,6,6017.087862381982,4408.454192663431
7405,2020-12-07,9,7,8732.971282051281,7216.786463065411
7406,2020-12-07,9,9,5610.69225798113,4020.129434469696
7407,2020-12-07,9,13,5157.49821836455,9251.63879285884
7408,2020-12-07,9,19,6632.445652173913,4400.227627389069
7409,2020-12-07,9,48,6555.202380952381,4226.896260223695
7439,2020-12-08,9,2,8760.656739370019,5563.986121521205
7440,2020-12-08,9,3,8007.314378378378,5011.996041096028
7441,2020-12-08,9,4,10779.271456123433,6420.094788251675
7442,2020-12-08,9,6,6322.201696388384,10397.77474896
7443,2020-12-08,9,7,9158.026324786324,7505.656114487999
7444,2020-12-08,9,9,5911.112272551297,4106.668077474062
7445,2020-12-08,9,13,5280.997169595983,9238.607865967913
7446,2020-12-08,9,19,6716.273684210526,4321.99061810915
7447,2020-12-08,9,48,6488.658823529412,4118.547910868301
7477,2020-12-09,9,2,8490.258711721224,5071.207019978044
7478,2020-12-09,9,3,7637.085197018105,4857.336084315432
7479,2020-12-09,9,4,10244.488295537674,6204.498021633038
7480,2020-12-09,9,6,6105.530613355305,7090.13957092356
7481,2020-12-09,9,7,8638.865338371694,7275.335897990924
7482,2020-12-09,9,9,5600.901008012406,3988.888005899665
7483,2020-12-09,9,13,5081.926861641265,8828.30546927134
7484,2020-12-09,9,19,6620.4631578947365,4074.59014989062
7485,2020-12-09,9,48,6923.546511627907,4864.272086664698
7515,2020-12-10,9,2,8579.926528714252,5069.405799534663
7516,2020-12-10,9,3,7686.457253857739,4861.026784808128
7517,2020-12-10,9,4,10332.256679272905,6242.742228204842
7518,2020-12-10,9,6,6149.867295480015,4317.301364715943
7519,2020-12-10,9,7,8838.30140266849,7218.01410997571
7520,2020-12-10,9,9,5765.633957391866,4119.609741958817
7521,2020-12-10,9,13,5102.046635210042,8288.904598118554
7522,2020-12-10,9,19,6878.3917525773195,4860.110165839653
7523,2020-12-10,9,48,6626.505882352942,4656.891236762612
7552,2020-12-11,9,2,8806.012112880635,5123.695826288519
7553,2020-12-11,9,3,7867.801017524025,4977.575705349267
7554,2020-12-11,9,4,10637.178021978021,6348.277654660542
7555,2020-12-11,9,6,6379.146509724442,4437.14619190233
7556,2020-12-11,9,7,8845.916553133515,7275.240628780801
7557,2020-12-11,9,9,5866.156225731297,4131.107139823855
7558,2020-12-11,9,13,5319.74879093547,8897.180542311311
7559,2020-12-11,9,19,7870.636363636364,5186.594379183165
7560,2020-12-11,9,48,6776.103448275862,4783.22489743129
7590,2020-12-12,9,2,8743.530579075681,5482.742180021833
7591,2020-12-12,9,3,8439.46711044933,5602.268461199405
7592,2020-12-12,9,4,11356.614568081992,6926.157045987096
7593,2020-12-12,9,6,6548.860173902154,4912.224736384821
7594,2020-12-12,9,7,8192.84050546448,7534.60612355699
7595,2020-12-12,9,9,6095.901718934523,4501.443935404967
7596,2020-12-12,9,13,5181.232038517272,9084.25511162399
7597,2020-12-12,9,19,7937.734693877551,5376.62228225123
7598,2020-12-12,9,48,5853.966292134832,4345.038687058228
7627,2020-12-13,9,2,7896.023104578619,6293.794114042543
7628,2020-12-13,9,3,8733.879005657616,6327.197266221561
7629,2020-12-13,9,4,11632.671529355493,7341.628673259185
7630,2020-12-13,9,6,6016.663101897984,5124.956727583361
7631,2020-12-13,9,7,7123.568342895714,7819.767517688252
7632,2020-12-13,9,9,5899.387671050884,4901.285038464107
7633,2020-12-13,9,13,4460.401875355181,9574.658420763242
7634,2020-12-13,9,19,7707.909090909091,5585.960276079389
7635,2020-12-13,9,48,6240.7764705882355,4771.708440122365
7664,2020-12-14,9,2,8678.088640208198,5188.444470667
7665,2020-12-14,9,3,7609.28473962988,4734.185858476454
7666,2020-12-14,9,4,10222.484774665043,6104.633954200373
7667,2020-12-14,9,6,6267.034385370331,4324.211889332391
7668,2020-12-14,9,7,9012.623619939779,7302.882108745452
7669,2020-12-14,9,9,5832.327019205472,4034.201001556783
7670,2020-12-14,9,13,5307.853798463959,9120.516054508182
7671,2020-12-14,9,19,6950.292929292929,5101.763521132839
7672,2020-12-14,9,48,6488.942528735633,4681.414431350209
7701,2020-12-15,9,2,8325.508240903908,4992.553251624935
7702,2020-12-15,9,3,7524.824077500816,4794.932734212099
7703,2020-12-15,9,4,9938.65612840467,6048.060798897389
7704,2020-12-15,9,6,6009.92165924144,4254.746243698025
7705,2020-12-15,9,7,8373.512072434607,6962.161286672325
7706,2020-12-15,9,9,5585.574584929757,3940.281742948473
7707,2020-12-15,9,13,5073.74572206079,9110.729312810714
7708,2020-12-15,9,19,6567.642857142857,4640.989967824031
7709,2020-12-15,9,48,5938.6511627906975,3666.037119183864
7738,2020-12-16,9,2,8591.782741722198,5211.928315461399
7739,2020-12-16,9,3,7856.154210662974,5069.060021629985
7740,2020-12-16,9,4,10632.640606349963,6522.847409247316
7741,2020-12-16,9,6,6144.916398892848,4500.104785990257
7742,2020-12-16,9,7,8578.202620967742,7270.762068246257
7743,2020-12-16,9,9,5790.894622557159,4258.322168484435
7744,2020-12-16,9,13,4961.834805531147,8594.411493027059
7745,2020-12-16,9,19,7127.5204081632655,5058.204687883604
7746,2020-12-16,9,48,6528.035294117647,4570.699481341942
7775,2020-12-17,9,2,8328.044496426251,5093.518386194067
7776,2020-12-17,9,3,7556.868703981234,4896.660175125777
7777,2020-12-17,9,4,10163.057239873879,6332.349989015277
7778,2020-12-17,9,6,5989.036717940544,7701.889408926441
7779,2020-12-17,9,7,8325.095238095239,7110.160916506888
7780,2020-12-17,9,9,5654.808868501529,4110.048234576391
7781,2020-12-17,9,13,4901.491414629655,8930.462704833233
7782,2020-12-17,9,19,6539.336734693878,4179.108704718405
7783,2020-12-17,9,48,6410.568181818182,4411.039048744715
7812,2020-12-18,9,2,8963.32846392209,5350.485651222827
7813,2020-12-18,9,3,8214.913655702654,5230.80083889214
7814,2020-12-18,9,4,11281.691866714438,6755.40084225492
7815,2020-12-18,9,6,6527.419658317441,4702.415968939328
7816,2020-12-18,9,7,8732.541152949017,7312.486910054782
7817,2020-12-18,9,9,6120.655660377359,4452.633050809787
7818,2020-12-18,9,13,5226.317836593786,8828.119569412918
7819,2020-12-18,9,19,7390.142857142857,5399.802518343926
7820,2020-12-18,9,48,6545.505747126437,5164.671686077111
7849,2020-12-19,9,2,9322.294970809226,5768.804689704074
7850,2020-12-19,9,3,9096.678668448967,6084.544576960224
7851,2020-12-19,9,4,12701.597575329566,7587.833384977334
7852,2020-12-19,9,6,7081.352505603586,5545.462504339753
7853,2020-12-19,9,7,8877.043288590605,8665.49501219927
7854,2020-12-19,9,9,6716.102139582272,5031.908608906437
7855,2020-12-19,9,13,5410.051948655939,9422.334753006311
7856,2020-12-19,9,19,8610.53,5852.999528783459
7857,2020-12-19,9,48,6692.505747126437,4524.23589558724
7886,2020-12-20,9,2,7944.918605878318,5526.156009703246
7887,2020-12-20,9,3,8666.522395822047,6265.345722478677
7888,2020-12-20,9,4,11399.318765461185,7223.079295290759
7889,2020-12-20,9,6,6049.449210131497,5169.966012872004
7890,2020-12-20,9,7,7061.358445945946,7479.312432654138
7891,2020-12-20,9,9,5907.796813256851,5015.18871626789
7892,2020-12-20,9,13,4333.887426556992,8913.319512986927
7893,2020-12-20,9,19,6898.01,5478.854214609976
7894,2020-12-20,9,48,5596.247058823529,4224.764284509121
7923,2020-12-21,9,2,8341.61811023622,5073.141156871692
7924,2020-12-21,9,3,7562.513949404955,4944.466725893051
7925,2020-12-21,9,4,10240.382237077712,6304.699742617808
7926,2020-12-21,9,6,6038.986010747451,4451.571514807818
7927,2020-12-21,9,7,8274.763902763903,7198.92243596519
7928,2020-12-21,9,9,5642.123382334464,4096.959661696715
7929,2020-12-21,9,13,4886.938403955455,9083.959089193695
7930,2020-12-21,9,19,7043.75,4715.301882802372
7931,2020-12-21,9,48,6356.9885057471265,4713.05400788721
7960,2020-12-22,9,2,8356.480789796291,5092.401975772077
7961,2020-12-22,9,3,7879.49238117881,5081.989272240831
7962,2020-12-22,9,4,10437.948675299987,6332.999728489942
7963,2020-12-22,9,6,6100.270253038454,4492.667487736059
7964,2020-12-22,9,7,8151.277031564809,6926.042460313016
7965,2020-12-22,9,9,5664.980747593449,4224.58529344654
7966,2020-12-22,9,13,4967.281157407408,9053.273185507585
7967,2020-12-22,9,19,7602.384615384615,5074.610353414764
7968,2020-12-22,9,48,6127.54347826087,4268.156563276272
7997,2020-12-23,9,2,8382.50933906164,5062.253756686323
7998,2020-12-23,9,3,7831.568845438422,5032.096593842739
7999,2020-12-23,9,4,10623.50427655025,6334.655441261514
8000,2020-12-23,9,6,6100.387567281815,4613.378060660332
8001,2020-12-23,9,7,7996.704339051463,7117.775370280701
8002,2020-12-23,9,9,5671.01406172225,4069.205658008699
8003,2020-12-23,9,13,4828.503768786127,8856.662796737488
8004,2020-12-23,9,19,6772.942857142857,4469.677222962809
8005,2020-12-23,9,48,6480.29213483146,5808.671367021126
8034,2020-12-24,9,2,8106.533079448457,5366.63473842223
8035,2020-12-24,9,3,7948.730770901195,5154.606231609013
8036,2020-12-24,9,4,10648.68951369615,6424.495651193827
8037,2020-12-24,9,6,5974.1499674141305,4446.708824445794
8038,2020-12-24,9,7,7141.073400673401,6450.025828340344
8039,2020-12-24,9,9,5612.990326181322,4089.881341633727
8040,2020-12-24,9,13,4492.823537591546,8123.963031272485
8041,2020-12-24,9,19,7758.788461538462,5054.250833585291
8042,2020-12-24,9,48,6294.788888888889,3976.998516736252
8071,2020-12-25,9,2,7831.1066652543495,5165.27352749116
8072,2020-12-25,9,3,7972.190785548558,5446.592468278408
8073,2020-12-25,9,4,10463.587455505094,6508.588246236817
8074,2020-12-25,9,6,5913.966763087743,4670.029958676081
8075,2020-12-25,9,7,7176.80127989222,7099.478696048412
8076,2020-12-25,9,9,5772.430576441103,4498.905967643119
8077,2020-12-25,9,13,4494.898236917177,8711.981789979844
8078,2020-12-25,9,19,7065.830188679245,5052.428126246774
8079,2020-12-25,9,48,6083.522727272727,4919.654150953578
8108,2020-12-26,9,2,7842.890894547394,5360.151989725984
8109,2020-12-26,9,3,8330.04343343497,5823.266871324544
8110,2020-12-26,9,4,10913.20108173077,6872.341431623261
8111,2020-12-26,9,6,6017.120250796956,5024.068707696332
8112,2020-12-26,9,7,7266.317040054311,7737.910630938345
8113,2020-12-26,9,9,5909.124688589935,4688.977516901054
8114,2020-12-26,9,13,4542.640218106609,8751.685800860832
8115,2020-12-26,9,19,6865.817307692308,5918.95339863658
8116,2020-12-26,9,48,6064.388888888889,4503.593530699989
8145,2020-12-27,9,2,6934.405092096808,5197.578520396922
8146,2020-12-27,9,3,7645.057278501879,5947.309857363419
8147,2020-12-27,9,4,9966.726487523993,6843.865949521512
8148,2020-12-27,9,6,5215.940781849343,4821.047899868786
8149,2020-12-27,9,7,6200.373346897253,7133.718327708618
8150,2020-12-27,9,9,5153.654905872086,4575.621397980093
8151,2020-12-27,9,13,3910.4864852115666,8742.749317591257
8152,2020-12-27,9,19,6412.980952380953,5481.983819365718
8153,2020-12-27,9,48,5045.511363636364,3849.491099354214
8182,2020-12-28,9,2,8422.374382414331,5407.575390160504
8183,2020-12-28,9,3,8148.544145665541,5524.178128973359
8184,2020-12-28,9,4,10791.833998122947,6892.816599114317
8185,2020-12-28,9,6,6365.649014728081,5087.228410789864
8186,2020-12-28,9,7,8091.935203740815,7653.752585407587
8187,2020-12-28,9,9,6037.442790354331,4572.072476845692
8188,2020-12-28,9,13,4973.197545728178,9085.95351856094
8189,2020-12-28,9,19,6766.4,5275.575318337285
8190,2020-12-28,9,48,6240.010526315789,4837.507331336985
8219,2020-12-29,9,2,8533.848948727407,5479.932917370889
8220,2020-12-29,9,3,8443.613610919738,5611.654038662459
8221,2020-12-29,9,4,11102.158073190692,6725.360896126571
8222,2020-12-29,9,6,6451.764603533765,4920.961345310294
8223,2020-12-29,9,7,8321.69261477046,7559.207209881347
8224,2020-12-29,9,9,6123.142436149313,4634.480876147394
8225,2020-12-29,9,13,5017.783053831187,8977.44919916342
8226,2020-12-29,9,19,7473.540540540541,5487.325375616702
8227,2020-12-29,9,48,6071.032258064516,4153.838621374977
8256,2020-12-30,9,2,8801.027109223429,5520.131015558773
8257,2020-12-30,9,3,8526.260157020894,5673.951872609537
8258,2020-12-30,9,4,11317.53860530312,6795.517373465494
8259,2020-12-30,9,6,6678.997930571914,4928.41535593631
8260,2020-12-30,9,7,8673.815973377705,7795.43206236997
8261,2020-12-30,9,9,6363.855211406097,4701.806545423652
8262,2020-12-30,9,13,5151.5342415146615,8598.340637243027
8263,2020-12-30,9,19,6895.5462962962965,5484.984272946654
8264,2020-12-30,9,48,6355.98969072165,4534.04333784713
8293,2020-12-31,9,2,8758.776273780311,5544.817086654984
8294,2020-12-31,9,3,9251.542799318278,6093.907102783047
8295,2020-12-31,9,4,11957.656876456876,7165.822898101261
8296,2020-12-31,9,6,6716.663169189437,5114.324501944236
8297,2020-12-31,9,7,8143.889784946236,7635.002864006979
8298,2020-12-31,9,9,6418.256992149166,5000.643417914324
8299,2020-12-31,9,13,5025.063705759889,8595.080847255353
8300,2020-12-31,9,19,8518.055555555555,6144.025238207104
8301,2020-12-31,9,48,6790.5625,4688.325439603311
8330,2021-01-01,9,2,7821.133777047094,5733.49744756677
8331,2021-01-01,9,3,8197.894801606148,5687.895567026409
8332,2021-01-01,9,4,10259.426663458067,6510.217123219644
8333,2021-01-01,9,6,6084.184713952035,5697.006767702636
8334,2021-01-01,9,7,7463.292183830929,7621.701302539799
8335,2021-01-01,9,9,5981.006398425003,4889.412832475691
8336,2021-01-01,9,13,4403.566269005848,9520.58118511479
8337,2021-01-01,9,19,6675.768518518518,5761.93868854819
8338,2021-01-01,9,48,6300.639175257732,4591.764287798244
8367,2021-01-02,9,2,8748.643861170227,5665.419319793486
8368,2021-01-02,9,3,8772.735019688409,5995.287787689764
8369,2021-01-02,9,4,11677.24238178634,7062.163591330002
8370,2021-01-02,9,6,6696.20269712966,5596.930779499627
8371,2021-01-02,9,7,8340.21144195383,8193.538278477317
8372,2021-01-02,9,9,6400.997666994106,4888.13981074615
8373,2021-01-02,9,13,5054.491122605899,9268.775987698888
8374,2021-01-02,9,19,7582.981818181818,6064.528300226947
8375,2021-01-02,9,48,6373.505154639175,4414.115294813974
8404,2021-01-03,9,2,8003.000783678587,5587.967536111756
8405,2021-01-03,9,3,8831.663534035328,6309.055178431438
8406,2021-01-03,9,4,11357.097977684798,7141.621175369398
8407,2021-01-03,9,6,6256.745300953861,5399.105421249266
8408,2021-01-03,9,7,7643.41046277666,8199.120472905384
8409,2021-01-03,9,9,6004.280781518801,4910.671932309098
8410,2021-01-03,9,13,4565.235379637012,9313.455258181622
8411,2021-01-03,9,19,6980.938053097345,6090.140227219711
8412,2021-01-03,9,48,5581.648148148148,4442.084421291922
8441,2021-01-04,9,2,8234.046788731672,5100.148913348966
8442,2021-01-04,9,3,7628.333212061549,5020.067968484806
8443,2021-01-04,9,4,10114.111137218046,6177.90443060327
8444,2021-01-04,9,6,6049.97763240493,4490.870031388502
8445,2021-01-04,9,7,8178.801867911941,7166.698539778497
8446,2021-01-04,9,9,5692.168088737201,4165.102463407663
8447,2021-01-04,9,13,4861.3185256942525,9142.44665792483
8448,2021-01-04,9,19,6620.741071428572,4560.258517141633
8449,2021-01-04,9,48,6344.686274509804,4733.235748732264
8478,2021-01-05,9,2,8306.754617414248,5159.233048148643
8479,2021-01-05,9,3,7914.117444894669,5177.530098425292
8480,2021-01-05,9,4,10417.531099918004,6299.964758403173
8481,2021-01-05,9,6,6138.398174256017,4685.823031449144
8482,2021-01-05,9,7,8132.011232243145,7085.632196433769
8483,2021-01-05,9,9,5843.621730137486,4244.585145804626
8484,2021-01-05,9,13,4830.812413666084,8726.531174464146
8485,2021-01-05,9,19,7234.576576576576,5466.746234444214
8486,2021-01-05,9,48,6497.307692307692,4224.146536598689
8515,2021-01-06,9,2,8320.211236877904,5309.947262543561
8516,2021-01-06,9,3,8147.580304706784,5441.097813150983
8517,2021-01-06,9,4,10581.711061998372,6406.584722509069
8518,2021-01-06,9,6,6181.7110908639115,5235.435594051449
8519,2021-01-06,9,7,8035.278519012675,7244.210978303783
8520,2021-01-06,9,9,5826.290357792602,4381.149694921024
8521,2021-01-06,9,13,4703.767982191717,8505.35268050352
8522,2021-01-06,9,19,6766.117117117117,4935.684936789401
8523,2021-01-06,9,48,6736.75,4915.458423149232
8552,2021-01-07,9,2,8227.016100867957,5085.701308053621
8553,2021-01-07,9,3,7727.051554967791,5058.628308838281
8554,2021-01-07,9,4,10195.827202838556,6270.205781909988
8555,2021-01-07,9,6,6061.251734152008,4610.986017627915
8556,2021-01-07,9,7,8092.019346230821,7041.957992726926
8557,2021-01-07,9,9,5712.947393939394,4187.424434973633
8558,2021-01-07,9,13,4774.322235211597,8149.085326090995
8559,2021-01-07,9,19,7036.150442477876,5327.963503369407
8560,2021-01-07,9,48,5902.877358490566,4409.965266471209
8589,2021-01-08,9,2,8484.196224961479,5218.89319343715
8590,2021-01-08,9,3,7909.358680607313,5155.635942777041
8591,2021-01-08,9,4,10556.6090510603,6363.80806605944
8592,2021-01-08,9,6,6231.336406371987,4709.16458075077
8593,2021-01-08,9,7,8317.602538410154,7220.520840296236
8594,2021-01-08,9,9,5867.410418695229,4250.826352803435
8595,2021-01-08,9,13,4855.9413623926785,8277.66188273303
8596,2021-01-08,9,19,6985.459459459459,5076.276826006499
8597,2021-01-08,9,48,6398.5392156862745,4756.015806316465
8626,2021-01-09,9,2,9205.59435980718,5705.563845708351
8627,2021-01-09,9,3,9333.094078947368,6139.976941618562
8628,2021-01-09,9,4,12254.203104937551,7256.22056775592
8629,2021-01-09,9,6,7092.080923507463,5416.765461541317
8630,2021-01-09,9,7,8690.666554281861,8261.768101868163
8631,2021-01-09,9,9,6691.732634657567,4943.955462953827
8632,2021-01-09,9,13,5256.8320193769,8261.288692465827
8633,2021-01-09,9,19,8002.0526315789475,6425.948609896317
8634,2021-01-09,9,48,7200.25,5080.207792841411
8663,2021-01-10,9,2,9080.033030871655,6388.615802765261
8664,2021-01-10,9,3,10019.910146209919,6669.741418101724
8665,2021-01-10,9,4,12740.986174588665,7505.852069038587
8666,2021-01-10,9,6,7196.933328321681,5587.086334988568
8667,2021-01-10,9,7,8725.690718157182,8637.988430312034
8668,2021-01-10,9,9,7050.774491907022,5250.165032310536
8669,2021-01-10,9,13,5124.198586639927,8752.418188067551
8670,2021-01-10,9,19,7965.456140350877,6466.045779313908
8671,2021-01-10,9,48,6402.683168316832,4729.850037645365
8700,2021-01-11,9,2,8234.624100444036,4999.848326154269
8701,2021-01-11,9,3,7339.13871269848,4732.564728132325
8702,2021-01-11,9,4,9798.462208955223,5933.347925633084
8703,2021-01-11,9,6,5934.4613809245175,4369.008361482369
8704,2021-01-11,9,7,8377.953934095494,7195.474408162608
8705,2021-01-11,9,9,5607.524695085134,4037.071605115631
8706,2021-01-11,9,13,4810.611411383184,8185.190426367786
8707,2021-01-11,9,19,6608.547826086957,4787.437821946974
8708,2021-01-11,9,48,6185.02,4823.444018708641
8737,2021-01-12,9,2,8066.088622142766,5651.244588988222
8738,2021-01-12,9,3,7365.5555413360635,4796.228160510752
8739,2021-01-12,9,4,9767.94568461263,5919.902090553044
8740,2021-01-12,9,6,5808.505633213359,4611.346357936362
8741,2021-01-12,9,7,8022.54873524452,6969.019375692289
8742,2021-01-12,9,9,5444.802861299709,3936.674463230021
8743,2021-01-12,9,13,4737.5621669627,8373.807131410565
8744,2021-01-12,9,19,6484.469565217391,4819.542014934066
8745,2021-01-12,9,48,6535.123711340206,5047.321408549563
8774,2021-01-13,9,2,8270.197081597711,5033.075388319319
8775,2021-01-13,9,3,7697.931926233877,4941.206531854433
8776,2021-01-13,9,4,10115.020256742433,6064.104159425553
8777,2021-01-13,9,6,6025.709368239221,4761.960329752205
8778,2021-01-13,9,7,8282.994951194883,7121.628119824769
8779,2021-01-13,9,9,5683.895278450364,4094.717096521661
8780,2021-01-13,9,13,4767.325630252101,7934.159979477331
8781,2021-01-13,9,19,7210.578947368421,5616.182342510936
8782,2021-01-13,9,48,6906.84,5154.075638881635
8811,2021-01-14,9,2,8371.916062493618,5149.112345446722
8812,2021-01-14,9,3,7686.033566791937,5017.015573683276
8813,2021-01-14,9,4,10240.122198378636,6171.561002652463
8814,2021-01-14,9,6,6096.151433134403,4912.29108707552
8815,2021-01-14,9,7,8365.6239460371,7034.334111240573
8816,2021-01-14,9,9,5700.51665057915,4167.750320888171
8817,2021-01-14,9,13,4881.030456852792,7997.997449826845
8818,2021-01-14,9,19,6854.871794871795,5028.654592362039
8819,2021-01-14,9,48,7071.948979591837,4599.592114082159
8848,2021-01-15,9,2,8641.131255127153,5285.608223002912
8849,2021-01-15,9,3,8028.951173289042,5167.722787635098
8850,2021-01-15,9,4,10590.551752723828,6348.394254652551
8851,2021-01-15,9,6,6353.026742962932,4608.115272650164
8852,2021-01-15,9,7,8531.131809011433,7308.558023777738
8853,2021-01-15,9,9,5966.138814993954,4331.802215027523
8854,2021-01-15,9,13,4974.700773099851,7868.88321005725
8855,2021-01-15,9,19,7204.758620689655,4871.264374071577
8856,2021-01-15,9,48,7034.061224489796,5380.321537964346
8885,2021-01-16,9,2,9196.844754521964,5794.837161668893
8886,2021-01-16,9,3,9325.870356588488,6191.580541567457
8887,2021-01-16,9,4,12326.604867152599,7262.737609947204
8888,2021-01-16,9,6,7106.42558163076,5245.914186095727
8889,2021-01-16,9,7,8721.665323934207,8365.19139676688
8890,2021-01-16,9,9,6692.283426352827,4982.511296967055
8891,2021-01-16,9,13,5251.623274530906,8004.18050015628
8892,2021-01-16,9,19,8684.150442477876,6942.733300546848
8893,2021-01-16,9,48,7066.806122448979,5273.014129847404
8922,2021-01-17,9,2,8881.163772937569,5849.450126436398
8923,2021-01-17,9,3,9740.958956891964,6493.584240631595
8924,2021-01-17,9,4,12443.979118058796,7331.985214031249
8925,2021-01-17,9,6,7015.008664382113,5894.336755896316
8926,2021-01-17,9,7,8689.902232746956,8599.97420554006
8927,2021-01-17,9,9,6805.410597628841,5267.877573443394
8928,2021-01-17,9,13,5065.446421863261,8716.73366110071
8929,2021-01-17,9,19,7777.504201680672,6189.544850430496
8930,2021-01-17,9,48,6443.504854368932,4547.661581546094
8959,2021-01-18,9,2,8179.450228216831,5026.123159849249
8960,2021-01-18,9,3,7306.1803380402225,4747.4049442668
8961,2021-01-18,9,4,9704.402921268258,6022.601683333477
8962,2021-01-18,9,6,5898.898532200176,4414.990414639116
8963,2021-01-18,9,7,8377.155926544241,7270.168432216204
8964,2021-01-18,9,9,5558.7154197738755,4041.295790717635
8965,2021-01-18,9,13,4747.145709785026,7971.265398028796
8966,2021-01-18,9,19,6533.830508474576,4753.631497652246
8967,2021-01-18,9,48,6148.091836734694,4812.507405455241
8996,2021-01-19,9,2,7692.401488324352,4834.280350117946
8997,2021-01-19,9,3,30101.448392337952,4964666.6006
8998,2021-01-19,9,4,9391.135789222699,5809.083505305732
8999,2021-01-19,9,6,5574.786636744718,4426.08784730789
9000,2021-01-19,9,7,7609.978950885399,6800.406323227111
9001,2021-01-19,9,9,5187.14335538184,3859.742652734198
9002,2021-01-19,9,13,4479.449504308348,7775.282582425828
9003,2021-01-19,9,19,6317.291666666667,4465.39951141761
9004,2021-01-19,9,48,5726.329896907217,4042.607352011121
9033,2021-01-20,9,2,8619.08523397058,5248.342128763018
9034,2021-01-20,9,3,8024.5859224227515,5141.717324086095
9035,2021-01-20,9,4,10572.129766514137,6428.07733152463
9036,2021-01-20,9,6,6278.297866567174,4913.2376047862
9037,2021-01-20,9,7,8866.548527443107,7587.04161453268
9038,2021-01-20,9,9,5904.4790117534185,4259.639316225417
9039,2021-01-20,9,13,4963.596543393422,7659.797026350922
9040,2021-01-20,9,19,7045.82905982906,4605.891828896232
9041,2021-01-20,9,48,6553.470588235294,5072.501397714884
9070,2021-01-21,9,2,8401.681098720386,5130.85416312219
9071,2021-01-21,9,3,7667.239910600256,4988.171547055216
9072,2021-01-21,9,4,10112.28715574549,6184.481742526693
9073,2021-01-21,9,6,6162.469066691584,6274.812723252327
9074,2021-01-21,9,7,8637.621115937187,7497.561469755518
9075,2021-01-21,9,9,5786.358826358826,4178.070105477562
9076,2021-01-21,9,13,4930.303680981595,7860.630005447106
9077,2021-01-21,9,19,6961.135593220339,4699.335215606227
9078,2021-01-21,9,48,6114.676470588235,4504.605221462039
9107,2021-01-22,9,2,8587.273610611279,5284.713323432816
9108,2021-01-22,9,3,7915.999851041644,5149.068486722884
9109,2021-01-22,9,4,10481.6988595866,6294.441025096366
9110,2021-01-22,9,6,6358.150472856427,5028.289355797662
9111,2021-01-22,9,7,8630.268398268398,7513.786910389051
9112,2021-01-22,9,9,5931.660170816793,4324.31981345175
9113,2021-01-22,9,13,4974.46000464792,7741.088722443079
9114,2021-01-22,9,19,6578.760683760684,4943.963842577813
9115,2021-01-22,9,48,6875.474747474747,5053.813468900236
9144,2021-01-23,9,2,9156.772517380929,6593.593047261331
9145,2021-01-23,9,3,9070.980821333333,6113.516875185288
9146,2021-01-23,9,4,12284.896596396184,7279.590414781197
9147,2021-01-23,9,6,7042.355752197315,5209.024696277357
9148,2021-01-23,9,7,8635.78357712766,8371.291256768956
9149,2021-01-23,9,9,6652.059719535783,5021.032594606839
9150,2021-01-23,9,13,5122.4944078947365,7669.986250332047
9151,2021-01-23,9,19,7423.529914529914,6036.290115186716
9152,2021-01-23,9,48,7017.571428571428,4567.249863932083
9181,2021-01-24,9,2,8398.475096384287,5751.445183751723
9182,2021-01-24,9,3,9262.835950650955,6396.51939932595
9183,2021-01-24,9,4,11928.382352941177,7317.199285444708
9184,2021-01-24,9,6,6596.767658928221,5368.468824145051
9185,2021-01-24,9,7,7832.2868190988565,8269.532226308736
9186,2021-01-24,9,9,6379.711979609176,5112.27235302452
9187,2021-01-24,9,13,4676.371308016877,8528.609663671672
9188,2021-01-24,9,19,7907.542372881356,6283.268951100566
9189,2021-01-24,9,48,6434.909090909091,4688.667120750014
9218,2021-01-25,9,2,8550.676208618648,5200.103508270464
9219,2021-01-25,9,3,7539.114836528586,4857.658342990615
9220,2021-01-25,9,4,10049.078793658362,6126.415573176893
9221,2021-01-25,9,6,6151.714222332193,4532.45237738372
9222,2021-01-25,9,7,8647.848515181848,7483.689897083495
